team,round,annee,forme_recent_norm_equipe,performance_norm_equipe,preference_circuit_norm_equipe,forme_brute_equipe,performance_brute_equipe,pref_circuit_brute_equipe
haas,12,2022,0.1836450405135463,0.07467135386932215,0.0,45.2582,34.47455402828193,0.0
aston_martin,12,2022,0.07094515222299702,0.08669565684930758,0.0,17.484,39.305942346525384,0.0
rb,12,2022,0.0,0.024064144505134798,0.0,0.0,14.140478901597787,0.0
williams,12,2022,0.0,0.01808533747550356,0.0,0.0,11.738182611486572,0.0
alpine,12,2022,0.3464768249473958,0.23576510751421959,0.0,85.3871,99.20233748462411,0.0
red_bull,13,2022,0.999999999996219,0.999999999997721,0.0,264.4787,443.27340331552637,0.0
mclaren,13,2022,0.22665265671592214,0.24307863196829904,0.0,59.94480000000001,111.13483521402244,0.0
ferrari,13,2022,0.7054333675993364,0.789696183817471,0.0,186.57210000000003,350.99167984636534,0.0
mercedes,13,2022,0.9176931828501967,0.8269854021806421,0.0,242.71030000000002,367.35426137185686,0.0
sauber,13,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,13,2022,0.13163252844130122,0.06837502786623713,0.0,34.814,34.47455402828193,0.0
aston_martin,13,2022,0.05874234862747457,0.08166436806116055,0.0,15.536100000000001,40.305942346525384,0.0
rb,13,2022,0.0,0.022035043773215104,0.0,0.0,14.140478901597787,0.0
williams,13,2022,0.0,0.01656037275046509,0.0,0.0,11.738182611486572,0.0
alpine,13,2022,0.36048347182453455,0.2432324650847027,0.0,95.34020000000001,111.20233748462411,0.0
red_bull,14,2022,0.9999999999962903,0.9999999999978895,0.0,269.5625,478.27340331552637,0.0
mclaren,14,2022,0.21751022490065383,0.23778580413556283,0.0,58.632600000000004,117.13483521402244,0.0
ferrari,14,2022,0.7443134708991633,0.7735726399553371,0.0,200.639,370.99167984636534,0.0
mercedes,14,2022,0.9757974495674444,0.8376554954183187,0.0,263.0384,401.35426137185686,0.0
sauber,14,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,14,2022,0.099346162763369,0.06332412842765432,0.0,26.78,34.47455402828193,0.0
aston_martin,14,2022,0.03210053327138568,0.07774236456617088,0.0,8.653100000000002,41.305942346525384,0.0
rb,14,2022,0.0,0.020407303446132376,0.0,0.0,14.140478901597787,0.0
williams,14,2022,0.0,0.015337049264708254,0.0,0.0,11.738182611486572,0.0
alpine,14,2022,0.3156618594933804,0.23792827351837068,0.0,85.09060000000001,117.20233748462411,0.0
red_bull,15,2022,0.9999999999968132,0.9999999999980688,0.0,313.7934,522.2734033155264,0.0
mclaren,15,2022,0.14373151251701366,0.2175800565640807,0.0,45.102000000000004,117.13483521402244,0.0
ferrari,15,2022,0.6300970638623052,0.7522571615645564,0.0,197.7203,393.99167984636534,0.0
mercedes,15,2022,0.6878449323641357,0.7896509599701316,0.0,215.84120000000001,413.35426137185686,0.0
sauber,15,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,15,2022,0.06564828960690171,0.0579431875475005,0.0,20.6,34.47455402828193,0.0
aston_martin,15,2022,0.05516814566509313,0.07886120153709515,0.0,17.311400000000003,45.305942346525384,0.0
rb,15,2022,0.0,0.018673201515421203,0.0,0.0,14.140478901597787,0.0
williams,15,2022,0.009101848541081165,0.015965030360233584,0.0,2.8561000000000005,12.738182611486572,0.0
alpine,15,2022,0.329706105990981,0.24861026501004613,0.0,103.45960000000001,133.2023374846241,0.0
red_bull,16,2022,0.9999999999969301,0.9999999999981943,0.0,325.73760000000004,558.2734033155264,0.0
mclaren,16,2022,0.14022513827037397,0.21427042203749183,0.0,45.6766,123.13483521402244,0.0
ferrari,16,2022,0.5461356011693272,0.7376648368227726,0.0,177.89690000000002,412.99167984636534,0.0
mercedes,16,2022,0.7349688829268253,0.7924905409011499,0.0,239.40700000000004,443.35426137185686,0.0
sauber,16,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,16,2022,0.03683946833267992,0.05417657969690908,0.0,12.0,34.47455402828193,0.0
aston_martin,16,2022,0.0449260386272726,0.07554051392719797,0.0,14.6341,46.305942346525384,0.0
rb,16,2022,0.0,0.017459346523995292,0.0,0.0,14.140478901597787,0.0
williams,16,2022,0.006744692660574816,0.01492722054625865,0.0,2.197,12.738182611486572,0.0
alpine,16,2022,0.308386259368558,0.25050630468654994,0.0,100.453,143.2023374846241,0.0
red_bull,17,2022,0.9999999999969975,0.9999999999982988,0.0,333.0594,592.2734033155264,0.0
mclaren,17,2022,0.13846959431219036,0.21208398090478078,0.0,46.1186,129.13483521402244,0.0
ferrari,17,2022,0.6103896181863945,0.7460339747514828,0.0,203.29600000000002,442.99167984636534,0.0
mercedes,17,2022,0.704956833523675,0.7891821503642734,0.0,234.79250000000002,468.35426137185686,0.0
sauber,17,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,17,2022,0.0,0.051042864800204084,0.0,0.0,34.47455402828193,0.0
aston_martin,17,2022,0.03379877583387889,0.07117105326499384,0.0,11.257000000000001,46.305942346525384,0.0
rb,17,2022,0.0,0.01644945231149483,0.0,0.0,14.140478901597787,0.0
williams,17,2022,0.022224864393491903,0.017466297722628425,0.0,7.4022000000000014,14.738182611486572,0.0
alpine,17,2022,0.2065997837016262,0.2360163656186625,0.0,68.81,143.2023374846241,0.0
red_bull,18,2022,0.9999999999968382,0.999999999998384,0.0,316.2771,623.2734033155264,0.0
mclaren,18,2022,0.29137803527257783,0.23701182208211674,0.0,92.15620000000001,151.13483521402244,0.0
ferrari,18,2022,0.7656934378089161,0.7619889129525496,0.0,242.17130000000003,475.99167984636534,0.0
mercedes,18,2022,0.5088487279018656,0.7528786984083058,0.0,160.93720000000002,470.35426137185686,0.0
sauber,18,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,18,2022,0.0,0.04848578038418154,0.0,0.0,34.47455402828193,0.0
aston_martin,18,2022,0.13331094789937903,0.08699792232434699,0.0,42.1632,58.305942346525384,0.0
rb,18,2022,0.0,0.01562538731587841,0.0,0.0,14.140478901597787,0.0
williams,18,2022,0.018003200358110014,0.016591292021303355,0.0,5.694,14.738182611486572,0.0
alpine,18,2022,0.1381699781611183,0.22419269990530408,0.0,43.7,143.2023374846241,0.0
red_bull,19,2022,0.9999999999970517,0.999999999998489,0.0,339.1793,666.2734033155264,0.0
mclaren,19,2022,0.20381579889986265,0.22312321322209774,0.0,69.1301,152.13483521402244,0.0
ferrari,19,2022,0.6301755443193905,0.7351447439297283,0.0,213.7425,490.99167984636534,0.0
mercedes,19,2022,0.40577181449337923,0.7251154314896852,0.0,137.6294,484.35426137185686,0.0
sauber,19,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,19,2022,0.0,0.045335459394731464,0.0,0.0,34.47455402828193,0.0
aston_martin,19,2022,0.16071971373205643,0.09343351740781246,0.0,54.512800000000006,66.30594234652538,0.0
rb,19,2022,0.0,0.01461014150072477,0.0,0.0,14.140478901597787,0.0
williams,19,2022,0.029754763925658928,0.018535339562771515,0.0,10.092200000000002,16.73818261148657,0.0
alpine,19,2022,0.23707166091728754,0.23682444566238012,0.0,80.40980000000002,161.2023374846241,0.0
red_bull,20,2022,0.9999999999969946,0.999999999998569,0.0,332.73670000000004,703.2734033155264,0.0
mclaren,20,2022,0.22848636774894837,0.22275750317901566,0.0,76.0258,160.13483521402244,0.0
ferrari,20,2022,0.5697192404668023,0.7176857834589337,0.0,189.56650000000002,505.99167984636534,0.0
mercedes,20,2022,0.5393601006425219,0.7282217895244082,0.0,179.4649,513.3542613718569,0.0
sauber,20,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,20,2022,0.01716732779997768,0.04579708948169412,0.0,5.712200000000001,36.47455402828193,0.0
aston_martin,20,2022,0.15111167478624654,0.09421050416380018,0.0,50.2804,70.30594234652538,0.0
rb,20,2022,0.0,0.013836567185705478,0.0,0.0,14.140478901597787,0.0
williams,20,2022,0.021019623023186138,0.017553934789572727,0.0,6.994,16.73818261148657,0.0
alpine,20,2022,0.2004065076073652,0.23287124474275916,0.0,66.68260000000001,167.2023374846241,0.0
red_bull,21,2022,0.9999999999970803,0.9999999999986464,0.0,342.50300000000004,743.2734033155264,0.0
mclaren,21,2022,0.22398285562396827,0.22152537306082168,0.0,76.7148,168.13483521402244,0.0
ferrari,21,2022,0.5331772276431647,0.7031928176261868,0.0,182.6148,523.9916798463653,0.0
mercedes,21,2022,0.5941907078168829,0.7307544417907316,0.0,203.51210000000003,544.3542613718569,0.0
sauber,21,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,21,2022,0.01282908470870962,0.0433175567828675,0.0,4.394,36.47455402828193,0.0
aston_martin,21,2022,0.1106793225165599,0.08910978644809343,0.0,37.908,70.30594234652538,0.0
rb,21,2022,0.0,0.013087431789444505,0.0,0.0,14.140478901597787,0.0
williams,21,2022,0.015707891609662666,0.01660353475768394,0.0,5.380000000000001,16.73818261148657,0.0
alpine,21,2022,0.1606596146598405,0.22567736845494055,0.0,55.02640000000001,171.2023374846241,0.0
red_bull,22,2022,0.9999999999963938,0.9999999999986716,0.0,277.29540000000003,757.2734033155264,0.0
mclaren,22,2022,0.19616625447015648,0.21740562384173753,0.0,54.396,168.13483521402244,0.0
ferrari,22,2022,0.7014566415429124,0.7259814151839845,0.0,194.51069999999999,550.9916798463653,0.0
mercedes,22,2022,0.9483943837476266,0.7756127714789554,0.0,262.9854,588.3542613718569,0.0
sauber,22,2022,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,22,2022,0.012189167220184002,0.04251197199470937,0.0,3.3800000000000003,36.47455402828193,0.0
aston_martin,22,2022,0.11545846054382633,0.0887809655515854,0.0,32.0161,71.30594234652538,0.0
rb,22,2022,0.0,0.012844042347641927,0.0,0.0,14.140478901597787,0.0
williams,22,2022,0.009376282477064617,0.01629475568462839,0.0,2.6,16.73818261148657,0.0
alpine,22,2022,0.29684372694138866,0.2400775927387344,0.0,82.3134,185.2023374846241,0.0
red_bull,1,2023,0.9999999999967073,0.9999999999987387,0.0,303.702,797.2734033155264,0.0
mclaren,1,2023,0.1855012479332191,0.22031148836742723,0.0,56.33710000000001,179.13483521402244,0.0
ferrari,1,2023,0.6912104628856867,0.7271932479744351,0.9999999999772728,209.92200000000003,580.9916798463653,44.0
mercedes,1,2023,0.7550789919040538,0.7490935241362436,0.6136363636224174,229.31900000000002,598.3542613718569,27.0
sauber,1,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,1,2023,0.008561023634982448,0.04036707453116045,0.227272727267562,2.6,36.47455402828193,10.0
aston_martin,1,2023,0.09771914574122753,0.09060835937679454,0.0,29.677500000000002,76.30594234652538,0.0
rb,1,2023,0.0,0.012196009509819195,0.0,0.0,14.140478901597787,0.0
williams,1,2023,0.0065854027961403435,0.015472620683658348,0.0,2.0,16.73818261148657,0.0
alpine,1,2023,0.26491297390117646,0.23553282120444874,0.1818181818140496,80.4546,191.2023374846241,8.0
red_bull,2,2023,0.9999999999969075,0.9999999999988035,0.9999999999729731,323.3523,840.2734033155264,37.0
mclaren,2,2023,0.13164279332439682,0.20897699212404133,0.16216216215777943,42.567,179.13483521402244,6.0
ferrari,2,2023,0.5696981280152648,0.7041383726054371,0.9189189188940834,184.2132,592.9916798463653,34.0
mercedes,2,2023,0.6535521782258745,0.7296977550247514,0.29729729728926224,211.32760000000002,614.3542613718569,11.0
sauber,2,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,2,2023,0.006185204187487811,0.03829028562641279,0.054054054052593135,2.0,36.47455402828193,2.0
aston_martin,2,2023,0.2547230992318449,0.1134652582787624,0.0,82.3653,99.30594234652538,0.0
rb,2,2023,0.0,0.011568554151055514,0.0,0.0,14.140478901597787,0.0
williams,2,2023,0.00883278083994197,0.015873047259376938,0.0,2.8561000000000005,17.73818261148657,0.0
alpine,2,2023,0.16624035146752864,0.22580813539152647,0.21621621621037254,53.754200000000004,193.2023374846241,8.0
red_bull,3,2023,0.9999999999971093,0.9999999999988634,0.6666666666419753,345.93940000000003,884.2734033155264,18.0
mclaren,3,2023,0.07686317314513218,0.19852579033793186,0.6666666666419753,26.590000000000003,179.13483521402244,18.0
ferrari,3,2023,0.4918474160489038,0.6848362006775413,0.9629629629272977,170.1494,606.9916798463653,26.0
mercedes,3,2023,0.5870571550954097,0.7182102818671556,0.999999999962963,203.08620000000002,636.3542613718569,27.0
sauber,3,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,3,2023,0.008256070282806019,0.037511959809031936,0.0,2.8561000000000005,37.47455402828193,0.0
aston_martin,3,2023,0.2980941170612596,0.12484000994718883,0.0,103.1225,114.30594234652538,0.0
rb,3,2023,0.0,0.010989996231461904,0.0,0.0,14.140478901597787,0.0
williams,3,2023,0.006350823294466167,0.015079216234334081,0.03703703703566529,2.197,17.73818261148657,1.0
alpine,3,2023,0.15572264968906194,0.22133490368072123,0.22222222221399177,53.8706,199.2023374846241,6.0
red_bull,4,2023,0.9999999999970428,0.9999999999989081,0.9999999999772728,338.15760000000006,920.2734033155264,44.0
mclaren,4,2023,0.14364071663584185,0.2038250491756579,0.1363636363605372,48.5732,191.13483521402244,6.0
ferrari,4,2023,0.346104893102074,0.6579154200728611,0.0,117.03800000000001,606.9916798463653,0.0
mercedes,4,2023,0.543485641013115,0.7096324772504906,0.6136363636224174,183.78380000000004,654.3542613718569,27.0
sauber,4,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,4,2023,0.05717334166064233,0.04258900673490451,0.0,19.3336,43.47455402828193,0.0
aston_martin,4,2023,0.4626236405733225,0.1494149300790178,0.1818181818140496,156.43970000000002,141.3059423465254,8.0
rb,4,2023,0.0,0.010557981572919116,0.0,0.0,14.140478901597787,0.0
williams,4,2023,0.004997669725580624,0.014486455116371248,0.0,1.6900000000000002,17.73818261148657,0.0
alpine,4,2023,0.1134441455696591,0.21263427077572633,0.1590909090872934,38.362,199.2023374846241,7.0
red_bull,5,2023,0.999999999997313,0.9999999999989571,0.9999999999736843,372.1643,963.2734033155264,38.0
mclaren,5,2023,0.11574511579935061,0.19676991421939846,0.0,43.07620000000001,193.13483521402244,0.0
ferrari,5,2023,0.3779580685187216,0.6544836758194063,0.8684210526087258,140.66250000000002,631.9916798463653,33.0
mercedes,5,2023,0.38868666338929153,0.6913657261004715,0.47368421051385046,144.6553,667.3542613718569,18.0
sauber,5,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,5,2023,0.03996084525022964,0.040678990489980256,0.0,14.872,43.47455402828193,0.0
aston_martin,5,2023,0.45941752070131553,0.16148745253620975,0.026315789472991694,170.97880000000004,159.3059423465254,1.0
rb,5,2023,0.0,0.01008448106506719,0.0,0.0,14.140478901597787,0.0
williams,5,2023,0.003493080878516577,0.01383677185947204,0.05263157894598339,1.3,17.73818261148657,2.0
alpine,5,2023,0.050354104356462044,0.2030981265322776,0.10526315789196677,18.740000000000002,199.2023374846241,4.0
red_bull,6,2023,0.9999999999973765,0.9999999999990028,0.9999999999750001,381.17940000000004,1007.2734033155264,40.0
mclaren,6,2023,0.06473067537210896,0.18813622910001296,0.22499999999437503,24.674,193.13483521402244,9.0
ferrari,6,2023,0.34320480067825493,0.6417221511667699,0.7499999999812501,130.82260000000002,647.9916798463653,30.0
mercedes,6,2023,0.4215941365130918,0.6809747490926062,0.34999999999125003,160.70300000000003,687.3542613718569,14.0
sauber,6,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,6,2023,0.03750491238498853,0.039891321912036565,0.0,14.296100000000003,44.47455402828193,0.0
aston_martin,6,2023,0.4473418553037038,0.16935994633416152,0.024999999999375,170.51749999999998,174.3059423465254,1.0
rb,6,2023,0.0,0.00964200369522336,0.0,0.0,14.140478901597787,0.0
williams,6,2023,0.002623436628520262,0.013229655005366712,0.0,1.0,17.73818261148657,0.0
alpine,6,2023,0.0706664630877989,0.20017001337532236,0.14999999999625002,26.936600000000002,205.2023374846241,6.0
red_bull,7,2023,0.9999999999969839,0.9999999999990271,0.9999999999772728,331.54050000000007,1032.2734033155264,44.0
mclaren,7,2023,0.08309180929604952,0.18647890033480982,0.0909090909070248,27.5483,196.13483521402244,4.0
ferrari,7,2023,0.3790643978627677,0.637788461606319,0.2727272727210744,125.67520000000002,659.9916798463653,12.0
mercedes,7,2023,0.5338723323378776,0.6867887401098851,0.568181818168905,177.0003,710.3542613718569,25.0
sauber,7,2023,0.0,0.0,0.0,0.0,4.47145884744978,0.0
haas,7,2023,0.033169401626548876,0.03892101527546363,0.0,10.997,44.47455402828193,0.0
aston_martin,7,2023,0.4973292855608972,0.1827535786538172,0.0,164.8848,192.3059423465254,0.0
rb,7,2023,0.0,0.009407473984827549,0.0,0.0,14.140478901597787,0.0
williams,7,2023,0.0,0.01290786015285258,0.0,0.0,17.73818261148657,0.0
