circuit,pilote,team,round,annee,forme_recent_norm,performance_norm,pref_circuit_norm,forme_brute,performance_brute,pref_circuit_brute,experience,is_rookie,best_recent_pts,avg_recent_pts,is_wet,wet_avg_pts,wet_race_count,pts_sur_le_weekend,position_reelle
São Paulo Grand Prix,perez,red_bull,21,2022,0.7008007349346337,0.6494007379825165,0.0,141.12550000000002,305.41037243123554,0.0,235,0,15.0,11.0,0,17.666666666666668,3,6.0,7
São Paulo Grand Prix,ocon,alpine,21,2022,0.1574376481972542,0.1912585557398816,0.0,31.704400000000003,91.63071821661356,0.0,109,0,4.0,2.6666666666666665,0,4.666666666666667,3,4.0,8
São Paulo Grand Prix,bottas,alfa,21,2022,0.014182815855722794,0.2404354678030878,0.0,2.8561000000000005,114.5777937396601,0.0,199,0,2.0,1.0,0,0.6666666666666666,3,2.0,9
São Paulo Grand Prix,stroll,aston_martin,21,2022,0.05164429988428873,0.03984071062584454,0.0,10.4,20.975677434407984,0.0,120,0,1.0,0.3333333333333333,0,0.0,3,1.0,10
São Paulo Grand Prix,vettel,aston_martin,21,2022,0.1365991731939437,0.25685469681815376,0.0,27.508000000000003,122.23938273399662,0.0,255,0,4.0,1.3333333333333333,0,3.3333333333333335,3,0.0,11
São Paulo Grand Prix,zhou,alfa,21,2022,0.004965798065796993,0.010976435647317545,0.0,1.0,7.506944444444445,0.0,20,0,0.0,0.0,0,0.0,3,0.0,12
São Paulo Grand Prix,mick_schumacher,haas,21,2022,0.0,0.02139272539936823,0.0,0.0,12.367424242424242,0.0,42,0,0.0,0.0,0,0.0,3,0.0,13
São Paulo Grand Prix,gasly,alphatauri,21,2022,0.02631872974872406,0.07541023546174032,0.0,5.3,37.57323385842891,0.0,106,0,0.0,0.0,0,0.0,3,0.0,14
São Paulo Grand Prix,albon,williams,21,2022,0.0,0.022792491423201614,0.0,0.0,13.02058718649473,0.0,57,0,0.0,0.0,0,0.0,3,0.0,15
São Paulo Grand Prix,latifi,williams,21,2022,0.016784397462393838,0.0,0.0,3.3800000000000003,2.385087719298246,0.0,59,0,0.0,0.0,0,0.6666666666666666,3,0.0,16
São Paulo Grand Prix,tsunoda,alphatauri,21,2022,0.010909858350555994,0.025030271688849838,0.0,2.197,14.06478680386422,0.0,42,0,1.0,0.3333333333333333,0,0.0,3,0.0,17
São Paulo Grand Prix,norris,mclaren,21,2022,0.23129793546830552,0.2589390006393741,0.0,46.5782,123.2119667209099,0.0,80,0,8.0,3.3333333333333335,0,5.333333333333333,3,0.0,18
São Paulo Grand Prix,kevin_magnussen,haas,21,2022,0.021819716701111987,0.052375291412389245,0.0,4.394,26.82460043284435,0.0,140,0,2.0,0.6666666666666666,0,0.0,3,0.0,19
São Paulo Grand Prix,ricciardo,mclaren,21,2022,0.14965226998969766,0.16414346948762812,0.0,30.1366,78.97819682111268,0.0,230,0,6.0,2.0,0,0.0,3,0.0,20
Abu Dhabi Grand Prix,max_verstappen,red_bull,22,2022,0.9999999999936918,0.9999999999978934,0.0,158.52380000000002,477.05741523318073,0.0,162,0,25.0,19.333333333333332,0,21.666666666666668,3,25.0,1
Abu Dhabi Grand Prix,leclerc,ferrari,22,2022,0.7235456127046945,0.6304433525412845,0.0,114.6992,301.6391012363554,0.0,102,0,18.0,12.666666666666666,0,11.666666666666666,3,18.0,2
Abu Dhabi Grand Prix,perez,red_bull,22,2022,0.7492351306191926,0.651082210877484,0.0,118.7716,311.4357961600491,0.0,236,0,15.0,12.0,0,17.666666666666668,3,15.0,3
Abu Dhabi Grand Prix,sainz,ferrari,22,2022,0.5034669872883223,0.5026719450056981,0.0,79.81150000000001,240.98954983158598,0.0,162,0,15.0,12.333333333333334,0,10.0,3,12.0,4
Abu Dhabi Grand Prix,russell,mercedes,22,2022,0.7986788103691769,0.5353592373606756,0.0,126.60960000000001,256.5053029738825,0.0,81,0,26.0,16.333333333333332,0,9.666666666666666,3,10.0,5
Abu Dhabi Grand Prix,norris,mclaren,22,2022,0.1969041872564441,0.2545479734076627,0.0,31.214,123.2119667209099,0.0,81,0,9.0,3.6666666666666665,0,5.333333333333333,3,9.0,6
Abu Dhabi Grand Prix,ocon,alpine,22,2022,0.22591181891787915,0.19651871138570695,0.0,35.812400000000004,95.66708185297719,0.0,110,0,6.0,4.666666666666667,0,4.666666666666667,3,6.0,7
Abu Dhabi Grand Prix,stroll,aston_martin,22,2022,0.06848246130821692,0.041289228467410864,0.0,10.856100000000001,21.983941897217903,0.0,121,0,4.0,1.6666666666666667,0,0.0,3,4.0,8
Abu Dhabi Grand Prix,ricciardo,mclaren,22,2022,0.14623671650473785,0.16135996278277462,0.0,23.182000000000002,78.97819682111268,0.0,231,0,6.0,2.6666666666666665,0,0.0,3,2.0,9
Abu Dhabi Grand Prix,vettel,aston_martin,22,2022,0.13348153400225402,0.2524990147249327,0.0,21.16,122.23938273399662,0.0,256,0,1.0,0.3333333333333333,0,3.3333333333333335,3,1.0,10
Abu Dhabi Grand Prix,tsunoda,alphatauri,22,2022,0.010660859757268873,0.024605814174410195,0.0,1.6900000000000002,14.06478680386422,0.0,43,0,0.0,0.0,0,0.0,3,0.0,11
Abu Dhabi Grand Prix,zhou,alfa,22,2022,0.0,0.010790299809473542,0.0,0.0,7.506944444444445,0.0,21,0,0.0,0.0,0,0.0,3,0.0,12
Abu Dhabi Grand Prix,albon,williams,22,2022,0.0,0.02240598166503192,0.0,0.0,13.02058718649473,0.0,58,0,0.0,0.0,0,0.0,3,0.0,13
Abu Dhabi Grand Prix,gasly,alphatauri,22,2022,0.006308201039804066,0.07413144626179499,0.0,1.0,37.57323385842891,0.0,107,0,0.0,0.0,0,0.0,3,0.0,14
Abu Dhabi Grand Prix,bottas,alfa,22,2022,0.04989282366401832,0.24059271923068076,0.0,7.909200000000001,116.5877937396601,0.0,200,0,2.0,1.0,0,0.6666666666666666,3,0.0,15
Abu Dhabi Grand Prix,mick_schumacher,haas,22,2022,0.0,0.021029952547240115,0.0,0.0,12.367424242424242,0.0,43,0,0.0,0.0,0,0.0,3,0.0,16
Abu Dhabi Grand Prix,kevin_magnussen,haas,22,2022,0.021321719514537745,0.05148712342574858,0.0,3.3800000000000003,26.82460043284435,0.0,141,0,0.0,0.0,0,0.0,3,0.0,17
Abu Dhabi Grand Prix,hamilton,mercedes,22,2022,0.8602859633641115,0.7730304795630911,0.0,136.37580000000003,369.3212646934565,0.0,257,0,18.0,12.0,0,11.0,3,0.0,18
Abu Dhabi Grand Prix,latifi,williams,22,2022,0.01640132270349057,0.0,0.0,2.6,2.385087719298246,0.0,60,0,0.0,0.0,0,0.6666666666666666,3,0.0,19
Abu Dhabi Grand Prix,alonso,alpine,22,2022,0.2933376565519289,0.23739620218888066,0.0,46.501000000000005,115.07049555548785,0.0,217,0,10.0,3.3333333333333335,0,5.333333333333333,3,0.0,20
Bahrain Grand Prix,max_verstappen,red_bull,1,2023,0.9999999999947015,0.9999999999980088,0.0,188.7285,502.21078946630956,0.0,163,0,25.0,19.333333333333332,0,21.666666666666668,3,25.0,1
Bahrain Grand Prix,perez,red_bull,1,2023,0.6092005182014949,0.6501236017760674,0.0,114.97350000000002,326.4990872992896,0.0,237,0,18.0,13.0,0,17.666666666666668,3,18.0,2
Bahrain Grand Prix,alonso,aston_martin,1,2023,0.18953152279496985,0.22912788408537,0.07692307692011835,35.769999999999996,115.07049555548785,2.0,218,0,15.0,8.333333333333334,0,5.333333333333333,3,15.0,3
Bahrain Grand Prix,sainz,ferrari,1,2023,0.4457630935420684,0.5038983127620767,0.692307692281065,84.1282,253.0631694634878,18.0,163,0,15.0,13.0,0,10.0,3,12.0,4
Bahrain Grand Prix,hamilton,mercedes,1,2023,0.5476968237412597,0.7353909402965879,0.5769230769008876,103.36600000000001,369.3212646934565,15.0,258,0,18.0,9.333333333333334,0,11.0,3,10.0,5
Bahrain Grand Prix,stroll,aston_martin,1,2023,0.072174578825815,0.05180440031975321,0.0,13.621400000000001,26.016728782463804,0.0,122,0,8.0,4.333333333333333,0,0.0,3,8.0,6
Bahrain Grand Prix,russell,mercedes,1,2023,0.667376681313806,0.5309070609100291,0.46153846152071004,125.953,266.6272541933947,12.0,82,0,26.0,14.0,0,9.666666666666666,3,6.0,7
Bahrain Grand Prix,bottas,alfa,1,2023,0.03223678458721266,0.23214912181262318,0.3076923076804734,6.0840000000000005,116.5877937396601,8.0,201,0,4.0,2.0,0,0.6666666666666666,3,4.0,8
Bahrain Grand Prix,gasly,alpine,1,2023,0.0,0.0748156643513822,0.0,0.0,37.57323385842891,0.0,108,0,2.0,0.6666666666666666,0,0.0,3,2.0,9
Bahrain Grand Prix,albon,williams,1,2023,0.0,0.02592653813811039,0.0,0.0,13.02058718649473,0.0,59,0,1.0,0.3333333333333333,0,0.0,3,1.0,10
Bahrain Grand Prix,tsunoda,alphatauri,1,2023,0.0068882018348744994,0.02800574400000966,0.1538461538402367,1.3,14.06478680386422,4.0,44,0,0.0,0.0,0,0.0,3,0.0,11
Bahrain Grand Prix,sargeant,williams,1,2023,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0.0,12
Bahrain Grand Prix,kevin_magnussen,haas,1,2023,0.013776403669748999,0.05341303093327995,0.3846153846005917,2.6,26.82460043284435,10.0,142,0,0.0,0.0,0,0.0,3,0.0,13
Bahrain Grand Prix,de_vries,alphatauri,1,2023,0.010597233592114614,0.00796478308290183,0.0,2.0,4.0,0.0,1,1,2.0,1.0,0,1.0,0,0.0,14
Bahrain Grand Prix,hulkenberg,haas,1,2023,0.0,0.03248364373242578,0.0,0.0,16.313636363636373,0.0,184,0,0.0,0.0,0,0.0,0,0.0,15
Bahrain Grand Prix,zhou,alfa,1,2023,0.0,0.014947796028848749,0.038461538460059175,0.0,7.506944444444445,1.0,22,0,0.0,0.0,0,0.0,3,0.0,16
Bahrain Grand Prix,norris,mclaren,1,2023,0.2145139711267005,0.2634784548512455,0.0,40.48490000000001,132.32172281847087,0.0,82,0,9.0,3.0,0,5.333333333333333,3,0.0,17
Bahrain Grand Prix,ocon,alpine,1,2023,0.23676657208510235,0.2025466956114701,0.23076923076035502,44.6846,101.72113590703124,6.0,111,0,6.0,3.3333333333333335,0,4.666666666666667,3,0.0,18
Bahrain Grand Prix,leclerc,ferrari,1,2023,0.6665331415198736,0.6368120025002498,0.9999999999615384,125.7938,319.8138585179088,26.0,103,0,18.0,10.0,0,11.666666666666666,3,0.0,19
Bahrain Grand Prix,piastri,mclaren,1,2023,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0.0,20
Saudi Arabian Grand Prix,perez,red_bull,2,2023,0.6384920001487808,0.6533916263689851,0.4799999999808,126.00480000000002,344.57471755139045,12.0,238,0,25.0,19.333333333333332,0,17.666666666666668,3,25.0,1
Saudi Arabian Grand Prix,max_verstappen,red_bull,2,2023,0.9999999999949328,0.9999999999981037,0.99999999996,197.34750000000003,527.3632284906998,25.0,164,0,25.0,23.0,0,21.666666666666668,3,19.0,2
Saudi Arabian Grand Prix,alonso,aston_martin,2,2023,0.33312557797624437,0.24677296723622635,0.0,65.74150000000002,130.1389887061728,0.0,219,0,15.0,10.0,0,5.333333333333333,3,15.0,3
Saudi Arabian Grand Prix,russell,mercedes,2,2023,0.5621890320345472,0.5171000339366916,0.399999999984,110.9466,272.6995433500212,10.0,83,0,12.0,9.333333333333334,0,9.666666666666666,3,12.0,4
Saudi Arabian Grand Prix,hamilton,mercedes,2,2023,0.5086509836683584,0.7193521547132998,0.0399999999984,100.38100000000001,379.35987473206654,1.0,259,0,10.0,6.666666666666667,0,11.0,3,10.0,5
Saudi Arabian Grand Prix,sainz,ferrari,2,2023,0.5015883150255179,0.5027584895395644,0.599999999976,98.9872,265.13634019519515,15.0,164,0,12.0,10.666666666666666,0,10.0,3,8.0,6
Saudi Arabian Grand Prix,leclerc,ferrari,2,2023,0.4318575102272293,0.6064394353633671,0.7599999999696,85.226,319.8138585179088,19.0,104,0,18.0,8.0,0,11.666666666666666,3,6.0,7
Saudi Arabian Grand Prix,ocon,alpine,2,2023,0.12739963769428345,0.19288628863631935,0.3199999999872,25.142000000000003,101.72113590703124,8.0,112,0,6.0,3.3333333333333335,0,4.666666666666667,3,4.0,8
Saudi Arabian Grand Prix,gasly,alpine,2,2023,0.02894488149062469,0.07507459819585288,0.1599999999936,5.712200000000001,39.59158248228212,4.0,109,0,2.0,1.3333333333333333,0,0.0,3,2.0,9
Saudi Arabian Grand Prix,kevin_magnussen,haas,2,2023,0.010134407580485517,0.050865511631451456,0.0799999999968,2.0,26.82460043284435,2.0,143,0,1.0,0.3333333333333333,0,0.0,3,1.0,10
Saudi Arabian Grand Prix,tsunoda,alphatauri,2,2023,0.0050672037902427585,0.026670018014131575,0.0,1.0,14.06478680386422,0.0,45,0,0.0,0.0,0,0.0,3,0.0,11
Saudi Arabian Grand Prix,hulkenberg,haas,2,2023,0.0,0.030934345593822785,0.0,0.0,16.313636363636373,0.0,185,0,0.0,0.0,0,0.0,0,0.0,12
Saudi Arabian Grand Prix,zhou,alfa,2,2023,0.0,0.014234865153406493,0.0,0.0,7.506944444444445,0.0,23,0,0.0,0.0,0,0.0,3,0.0,13
Saudi Arabian Grand Prix,de_vries,alphatauri,2,2023,0.010134407580485517,0.007584905021611601,0.0,2.0,4.0,0.0,2,1,2.0,0.6666666666666666,0,0.6666666666666666,0,0.0,14
Saudi Arabian Grand Prix,piastri,mclaren,2,2023,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0,0.0,0,0.0,15
Saudi Arabian Grand Prix,sargeant,williams,2,2023,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0,0.0,0,0.0,16
Saudi Arabian Grand Prix,norris,mclaren,2,2023,0.15390618072104328,0.25091192496852954,0.2399999999904,30.372999999999998,132.32172281847087,6.0,83,0,9.0,3.0,0,5.333333333333333,3,0.0,17
Saudi Arabian Grand Prix,bottas,alfa,2,2023,0.08160427671958548,0.22869928960501343,0.0,16.104400000000002,120.60759571985812,0.0,202,0,4.0,1.3333333333333333,0,0.6666666666666666,3,0.0,18
Saudi Arabian Grand Prix,albon,williams,2,2023,0.014472440745312344,0.026617809310120165,0.0,2.8561000000000005,14.037253853161396,0.0,60,0,1.0,0.3333333333333333,0,0.0,3,0.0,19
Saudi Arabian Grand Prix,stroll,aston_martin,2,2023,0.16887368727666238,0.06462674602919669,0.0,33.326800000000006,34.08176943287031,0.0,123,0,8.0,4.0,0,0.0,3,0.0,20
Australian Grand Prix,max_verstappen,red_bull,3,2023,0.999999999994648,0.9999999999981701,0.0,186.84090000000003,546.4783800058514,0.0,165,0,25.0,23.0,0,21.666666666666668,3,25.0,1
Australian Grand Prix,hamilton,mercedes,3,2023,0.4920282443485766,0.7125594543477568,0.46153846152071004,91.93100000000001,389.3983362705281,12.0,260,0,18.0,12.666666666666666,0,11.0,3,18.0,2
Australian Grand Prix,alonso,aston_martin,3,2023,0.4752519389465837,0.2657143920726271,0.0,88.79650000000001,145.2071705243546,0.0,220,0,15.0,15.0,0,5.333333333333333,3,15.0,3
Australian Grand Prix,stroll,aston_martin,3,2023,0.13720764564858545,0.06236618076719342,0.0,25.636000000000003,34.08176943287031,0.0,124,0,12.0,6.666666666666667,0,0.0,3,12.0,4
Australian Grand Prix,perez,red_bull,3,2023,0.8515185914815678,0.6764756550061797,0.692307692281065,159.0985,369.6793200618507,18.0,239,0,25.0,18.0,0,17.666666666666668,3,11.0,5
Australian Grand Prix,norris,mclaren,3,2023,0.09211045333172709,0.24213532988589945,0.3846153846005917,17.21,132.32172281847087,10.0,84,0,8.0,2.6666666666666665,0,5.333333333333333,3,8.0,6
Australian Grand Prix,hulkenberg,haas,3,2023,0.0,0.0298522996709071,0.0,0.0,16.313636363636373,0.0,186,0,6.0,2.0,0,2.0,0,6.0,7
Australian Grand Prix,piastri,mclaren,3,2023,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4.0,1.3333333333333333,0,1.3333333333333333,0,4.0,8
Australian Grand Prix,zhou,alfa,3,2023,0.0,0.013736946820019354,0.0,0.0,7.506944444444445,0.0,24,0,2.0,0.6666666666666666,0,0.0,3,2.0,9
Australian Grand Prix,tsunoda,alphatauri,3,2023,0.0,0.02573713310248044,0.0,0.0,14.06478680386422,0.0,46,0,1.0,0.3333333333333333,0,0.0,3,1.0,10
Australian Grand Prix,bottas,alfa,3,2023,0.06630239952779983,0.22069966559033138,0.1538461538402367,12.388,120.60759571985812,4.0,203,0,4.0,1.3333333333333333,0,0.6666666666666666,3,0.0,11
Australian Grand Prix,sainz,ferrari,3,2023,0.5298240374536313,0.4999005176385112,0.0,98.99280000000002,273.18482504368,0.0,165,0,12.0,6.666666666666667,0,10.0,3,0.0,12
Australian Grand Prix,gasly,alpine,3,2023,0.05408987004422431,0.07614164772619599,0.07692307692011835,10.106200000000001,41.60976430046394,2.0,110,0,2.0,1.3333333333333333,0,0.0,3,0.0,13
Australian Grand Prix,ocon,alpine,3,2023,0.16465559735494392,0.19352372940315377,0.23076923076035502,30.764400000000002,105.75653413711973,6.0,113,0,4.0,1.3333333333333333,0,4.666666666666667,3,0.0,14
Australian Grand Prix,de_vries,alphatauri,3,2023,0.010704294402292515,0.007319594235273957,0.0,2.0,4.0,0.0,3,1,0.0,0.0,0,0.0,0,0.0,15
Australian Grand Prix,sargeant,williams,3,2023,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0,0.0,0,0.0,16
Australian Grand Prix,kevin_magnussen,haas,3,2023,0.015286267621193828,0.05092890386064287,0.0,2.8561000000000005,27.831544877288792,0.0,144,0,1.0,0.3333333333333333,0,0.0,3,0.0,17
Australian Grand Prix,russell,mercedes,3,2023,0.5949189925728525,0.5212326981523171,0.5769230769008876,111.15520000000001,284.84240049287837,15.0,84,0,12.0,6.0,0,9.666666666666666,3,0.0,18
Australian Grand Prix,albon,williams,3,2023,0.011758667400918327,0.025686750595669324,0.038461538460059175,2.197,14.037253853161396,1.0,61,0,1.0,0.3333333333333333,0,0.0,3,0.0,19
Australian Grand Prix,leclerc,ferrari,3,2023,0.38084059753308375,0.596310875776945,0.9999999999615384,71.1566,325.87100137505166,26.0,105,0,6.0,2.0,0,11.666666666666666,3,0.0,20
Azerbaijan Grand Prix,perez,red_bull,4,2023,0.7262142315636335,0.6660354270102194,0.7599999999696,142.2621,380.72515339518407,19.0,240,0,25.0,20.333333333333332,0,17.666666666666668,3,25.0,1
Azerbaijan Grand Prix,max_verstappen,red_bull,4,2023,0.9999999999948953,0.9999999999982506,0.99999999996,195.89550000000003,571.6289824154899,25.0,166,0,25.0,20.666666666666668,0,21.666666666666668,3,18.0,2
Azerbaijan Grand Prix,leclerc,ferrari,4,2023,0.24799957119868504,0.5700743163817077,0.0,48.58200000000001,325.87100137505166,0.0,106,0,15.0,7.0,0,11.666666666666666,3,15.0,3
Azerbaijan Grand Prix,alonso,aston_martin,4,2023,0.5673764838877495,0.28038299099177827,0.2399999999904,111.14650000000002,160.27504382752204,6.0,221,0,15.0,14.0,0,5.333333333333333,3,12.0,4
Azerbaijan Grand Prix,sainz,ferrari,4,2023,0.3494516208879252,0.4779058330612024,0.0,68.456,273.18482504368,0.0,166,0,10.0,6.0,0,10.0,3,10.0,5
Azerbaijan Grand Prix,hamilton,mercedes,4,2023,0.5527426612630064,0.7128177792267505,0.4799999999808,108.27980000000002,407.4673017877695,12.0,261,0,18.0,12.0,0,11.0,3,8.0,6
Azerbaijan Grand Prix,stroll,aston_martin,4,2023,0.2756224619744934,0.08078276443867415,0.0,53.9932,46.177769432870306,0.0,125,0,12.0,6.0,0,0.0,3,6.0,7
Azerbaijan Grand Prix,russell,mercedes,4,2023,0.3854299869043167,0.4982994376680182,0.599999999976,75.504,284.84240049287837,15.0,85,0,12.0,5.666666666666667,0,9.666666666666666,3,5.0,8
Azerbaijan Grand Prix,norris,mclaren,4,2023,0.17636341825015706,0.24564156959281408,0.0799999999968,34.54880000000001,140.4158404655297,2.0,85,0,8.0,3.3333333333333335,0,5.333333333333333,3,2.0,9
Azerbaijan Grand Prix,tsunoda,alphatauri,4,2023,0.014579712142368868,0.026391354993643708,0.0,2.8561000000000005,15.0860633996089,0.0,47,0,1.0,0.6666666666666666,0,0.0,3,1.0,10
Azerbaijan Grand Prix,piastri,mclaren,4,2023,0.03450819441980797,0.009330061101498624,0.0,6.760000000000001,5.333333333333333,0.0,3,1,4.0,1.3333333333333333,0,1.3333333333333333,0,0.0,11
Azerbaijan Grand Prix,albon,williams,4,2023,0.008627048604951993,0.02455658177760803,0.0,1.6900000000000002,14.037253853161396,0.0,62,0,0.0,0.0,0,0.0,3,0.0,12
Azerbaijan Grand Prix,kevin_magnussen,haas,4,2023,0.01121516318643759,0.04868812767266353,0.0,2.197,27.831544877288792,0.0,145,0,1.0,0.3333333333333333,0,0.0,3,0.0,13
Azerbaijan Grand Prix,gasly,alpine,4,2023,0.03968442358277916,0.07279155812667838,0.399999999984,7.774000000000001,41.60976430046394,10.0,111,0,2.0,0.6666666666666666,0,0.0,3,0.0,14
Azerbaijan Grand Prix,ocon,alpine,4,2023,0.10509685010577018,0.1850090485091348,0.0399999999984,20.588,105.75653413711973,1.0,114,0,4.0,1.3333333333333333,0,4.666666666666667,3,0.0,15
Azerbaijan Grand Prix,sargeant,williams,4,2023,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0,0.0,0,0.0,16
Azerbaijan Grand Prix,hulkenberg,haas,4,2023,0.0874782728542132,0.03909130329723654,0.0,17.1366,22.3457219251337,0.0,187,0,6.0,2.0,0,2.0,0,0.0,17
Azerbaijan Grand Prix,bottas,alfa,4,2023,0.04471771939608252,0.21098929450708506,0.0,8.760000000000002,120.60759571985812,0.0,204,0,0.0,0.0,0,0.6666666666666666,3,0.0,18
Azerbaijan Grand Prix,zhou,alfa,4,2023,0.029159424284737737,0.016771270770626148,0.0,5.712200000000001,9.586944444444445,0.0,25,0,2.0,0.6666666666666666,0,0.0,3,0.0,19
Azerbaijan Grand Prix,de_vries,alphatauri,4,2023,0.010209524976274547,0.006997545826123969,0.0,2.0,4.0,0.0,4,1,0.0,0.0,0,0.0,0,0.0,20
Miami Grand Prix,max_verstappen,red_bull,5,2023,0.9999999999948965,0.9999999999983044,0.9999999999615384,195.94480000000004,589.7367668466276,26.0,167,0,26.0,23.0,0,21.666666666666668,3,26.0,1
Miami Grand Prix,perez,red_bull,5,2023,0.8993323629874367,0.6881525973093577,0.46153846152071004,176.21950000000004,405.82888783501807,12.0,241,0,25.0,18.0,0,17.666666666666668,3,18.0,2
Miami Grand Prix,alonso,aston_martin,5,2023,0.5719886416961716,0.292213590145892,0.0,112.07820000000001,172.3290978815761,0.0,222,0,15.0,14.0,0,5.333333333333333,3,15.0,3
Miami Grand Prix,russell,mercedes,5,2023,0.26722066622708424,0.49157616808833754,0.3846153846005917,52.3605,289.9005400277621,10.0,86,0,12.0,5.666666666666667,0,9.666666666666666,3,12.0,4
Miami Grand Prix,sainz,ferrari,5,2023,0.3556154590458353,0.48029005686257975,0.5769230769008876,69.68100000000001,283.244705283201,15.0,167,0,10.0,6.666666666666667,0,10.0,3,10.0,5
Miami Grand Prix,hamilton,mercedes,5,2023,0.47102449260980117,0.704547960202502,0.3076923076804734,92.29480000000001,415.4978361389145,8.0,262,0,18.0,11.333333333333334,0,11.0,3,8.0,6
Miami Grand Prix,leclerc,ferrari,5,2023,0.36225253234399557,0.5782430525974783,0.692307692281065,70.98150000000001,341.0111882909395,18.0,107,0,15.0,7.0,0,11.666666666666666,3,6.0,7
Miami Grand Prix,gasly,alpine,5,2023,0.030518799171855956,0.07055650357851065,0.0,5.98,41.60976430046394,0.0,112,0,4.0,1.3333333333333333,0,0.0,3,4.0,8
Miami Grand Prix,ocon,alpine,5,2023,0.06512038084161906,0.17932837171138158,0.1538461538402367,12.760000000000002,105.75653413711973,4.0,115,0,2.0,0.6666666666666666,0,4.666666666666667,3,2.0,9
Miami Grand Prix,kevin_magnussen,haas,5,2023,0.008624878026828858,0.04719316556445891,0.0,1.6900000000000002,27.831544877288792,0.0,146,0,1.0,0.3333333333333333,0,0.0,3,1.0,10
Miami Grand Prix,tsunoda,alphatauri,5,2023,0.02578838530021828,0.027312010439911796,0.0,5.053100000000001,16.106896732942232,0.0,48,0,1.0,0.6666666666666666,0,0.0,3,0.0,11
Miami Grand Prix,stroll,aston_martin,5,2023,0.2954944453729035,0.08855711805057428,0.038461538460059175,57.900600000000004,52.22538848048936,1.0,126,0,12.0,6.0,0,0.0,3,0.0,12
Miami Grand Prix,bottas,alfa,5,2023,0.02653808623639648,0.20451089791222046,0.23076923076035502,5.2,120.60759571985812,6.0,205,0,0.0,0.0,0,0.6666666666666666,3,0.0,13
Miami Grand Prix,albon,williams,5,2023,0.00663452155909912,0.02380257539002694,0.07692307692011835,1.3,14.037253853161396,2.0,63,0,0.0,0.0,0,0.0,3,0.0,14
Miami Grand Prix,hulkenberg,haas,5,2023,0.06727404860926509,0.037891010330897756,0.0,13.182,22.3457219251337,0.0,188,0,6.0,2.0,0,2.0,0,0.0,15
Miami Grand Prix,zhou,alfa,5,2023,0.022424682869755026,0.01625631126187094,0.0,4.394,9.586944444444445,0.0,26,0,2.0,0.6666666666666666,0,0.0,3,0.0,16
Miami Grand Prix,norris,mclaren,5,2023,0.1647821223111571,0.24152995757899845,0.0,32.2882,142.43909627948318,0.0,86,0,8.0,3.3333333333333335,0,5.333333333333333,3,0.0,17
Miami Grand Prix,de_vries,alphatauri,5,2023,0.010206956244767878,0.006782687166312448,0.0,2.0,4.0,0.0,5,1,0.0,0.0,0,0.0,0,0.0,18
Miami Grand Prix,piastri,mclaren,5,2023,0.03449951210731543,0.009043582888416597,0.0,6.760000000000001,5.333333333333333,0.0,4,1,4.0,1.3333333333333333,0,1.3333333333333333,0,0.0,19
Miami Grand Prix,sargeant,williams,5,2023,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,0.0,0,0.0,0,0.0,20
Monaco Grand Prix,max_verstappen,red_bull,6,2023,0.9999999999951399,0.9999999999983764,0.599999999976,205.75460000000004,615.8915287513895,15.0,168,0,26.0,23.0,0,21.666666666666668,3,25.0,1
Monaco Grand Prix,alonso,aston_martin,6,2023,0.6272302052997734,0.30426845265297875,0.2399999999904,129.0555,187.39636245556713,6.0,223,0,18.0,15.0,0,5.333333333333333,3,18.0,2
Monaco Grand Prix,ocon,alpine,6,2023,0.053035023275042045,0.17498824141119013,0.0,10.912200000000002,107.77377551643008,0.0,116,0,15.0,5.666666666666667,0,4.666666666666667,3,15.0,3
Monaco Grand Prix,hamilton,mercedes,6,2023,0.456100616946323,0.6876669585759778,0.1599999999936,93.84480000000002,423.5282543898651,4.0,263,0,13.0,9.666666666666666,0,11.0,3,13.0,4
Monaco Grand Prix,russell,mercedes,6,2023,0.324941459387421,0.4904085491711238,0.399999999984,66.85820000000001,302.0384710622448,10.0,87,0,12.0,9.0,0,9.666666666666666,3,10.0,5
Monaco Grand Prix,leclerc,ferrari,6,2023,0.2813623607915382,0.5635192686438595,0.4799999999808,57.8916,347.06674384649506,12.0,108,0,15.0,9.666666666666666,0,11.666666666666666,3,8.0,6
Monaco Grand Prix,gasly,alpine,6,2023,0.0778811263511101,0.07411234024117164,0.0,16.0244,45.64516253055243,0.0,113,0,6.0,3.3333333333333335,0,0.0,3,6.0,7
Monaco Grand Prix,sainz,ferrari,6,2023,0.3544562308674778,0.4762270877257732,0.7199999999712,72.93100000000001,293.30422909272477,18.0,168,0,10.0,8.0,0,10.0,3,4.0,8
