circuit,pilote,team,round,annee,forme_recent_norm,performance_norm,pref_circuit_norm,forme_brute,performance_brute,pref_circuit_brute,experience,is_rookie,best_recent_pts,avg_recent_pts,is_wet,wet_avg_pts,wet_race_count,pts_sur_le_weekend,position_reelle
Canadian Grand Prix,zhou,sauber,9,2024,0.0,0.010649499044500722,0.05333333333262222,0.0,13.707192012967875,4.0,52,0,0.0,0.0,1,0.0,4,0.0,15
Canadian Grand Prix,sainz,ferrari,9,2024,0.6581618512466682,0.44743808962048437,0.5199999999930667,109.71150000000002,532.6133333836708,39.0,192,0,15.0,8.333333333333334,1,10.0,4,0.0,16
Canadian Grand Prix,albon,williams,9,2024,0.03426762123105798,0.033115284183510854,0.15999999999786665,5.712200000000001,40.39661140456499,12.0,89,0,2.0,0.6666666666666666,1,1.0,4,0.0,17
Canadian Grand Prix,perez,red_bull,9,2024,0.39934298695932696,0.573954337000359,0.2399999999968,66.568,682.9150105909915,18.0,267,0,4.0,1.3333333333333333,1,16.25,4,0.0,18
Canadian Grand Prix,leclerc,ferrari,9,2024,0.9436913670397838,0.53225945906282,0.45333333332728887,157.3075,633.381371910182,34.0,133,0,25.0,13.333333333333334,1,8.75,4,0.0,19
Canadian Grand Prix,sargeant,williams,9,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,29,0,0.0,0.0,1,0.0,1,0.0,20
Spanish Grand Prix,max_verstappen,red_bull,10,2024,0.999999999994433,0.9999999999991757,0.9999999999870129,179.62850000000003,1214.1873881096728,77.0,194,0,25.0,19.333333333333332,0,23.0,5,25.0,1
Spanish Grand Prix,norris,mclaren,10,2024,0.8834555763652011,0.36792860114519643,0.0519480519473773,158.6938,447.40145371226845,4.0,113,0,19.0,16.333333333333332,0,8.0,5,19.0,2
Spanish Grand Prix,hamilton,mercedes,10,2024,0.43661390035302516,0.5228147950500154,0.5974025973948389,78.42830000000001,635.2988259615087,46.0,289,0,15.0,11.666666666666666,0,10.8,5,15.0,3
Spanish Grand Prix,russell,mercedes,10,2024,0.5001517019821456,0.4062879467143616,0.5844155844079946,89.84150000000001,493.9363968982048,45.0,113,0,15.0,12.333333333333334,0,8.8,5,12.0,4
Spanish Grand Prix,leclerc,ferrari,10,2024,0.6222564904754966,0.5212342132864587,0.0,111.775,633.381371910182,0.0,134,0,25.0,11.666666666666666,0,7.0,5,10.0,5
Spanish Grand Prix,sainz,ferrari,10,2024,0.40558708667942117,0.4381698374104486,0.4155844155790184,72.855,532.6133333836708,32.0,193,0,15.0,7.666666666666667,0,8.0,5,8.0,6
Spanish Grand Prix,piastri,mclaren,10,2024,0.514322615840391,0.13730196705391592,0.0,92.387,167.6209424610949,0.0,31,0,18.0,11.333333333333334,0,6.0,2,6.0,7
Spanish Grand Prix,perez,red_bull,10,2024,0.20798481309921316,0.5620654216939415,0.5584415584343059,37.36,682.9150105909915,43.0,268,0,4.0,1.3333333333333333,0,13.0,5,4.0,8
Spanish Grand Prix,gasly,alpine,10,2024,0.04403087483309146,0.07747596158193425,0.02597402597368865,7.909200000000001,95.0441108084173,2.0,139,0,2.0,1.6666666666666667,0,3.4,5,2.0,9
Spanish Grand Prix,ocon,alpine,10,2024,0.023137197048223767,0.13117916118127562,0.18181818181582055,4.1561,160.19317175243953,14.0,142,0,1.0,0.6666666666666666,0,3.2,5,1.0,10
Spanish Grand Prix,hulkenberg,haas,10,2024,0.005567045318501423,0.020862763713868054,0.0,1.0,26.364838331924712,0.0,215,0,0.0,0.0,0,0.0,2,0.0,11
Spanish Grand Prix,alonso,aston_martin,10,2024,0.180643940130989,0.29185299437458706,0.18181818181582055,32.448800000000006,355.11171345789666,14.0,249,0,8.0,2.6666666666666665,0,8.6,5,0.0,12
Spanish Grand Prix,zhou,sauber,10,2024,0.0,0.010428904854277252,0.0519480519473773,0.0,13.707192012967875,4.0,53,0,0.0,0.0,0,0.0,5,0.0,13
Spanish Grand Prix,stroll,aston_martin,10,2024,0.1142168419815663,0.0911598184586677,0.2077922077895092,20.5166,111.64443317771091,16.0,153,0,6.0,2.0,0,1.2,5,0.0,14
Spanish Grand Prix,ricciardo,rb,10,2024,0.06360015253668767,0.07416573557943969,0.0,11.424400000000002,91.02837027183948,0.0,248,0,4.0,1.3333333333333333,0,1.0,4,0.0,15
Spanish Grand Prix,bottas,sauber,10,2024,0.0,0.10351704676271127,0.1038961038947546,0.0,126.63538019549725,8.0,232,0,0.0,0.0,0,0.4,5,0.0,16
Spanish Grand Prix,kevin_magnussen,haas,10,2024,0.0,0.02456052070678118,0.0,0.0,30.850705049080915,0.0,173,0,0.0,0.0,0,0.0,5,0.0,17
Spanish Grand Prix,albon,williams,10,2024,0.024461597129495253,0.0324293327347191,0.0,4.394,40.39661140456499,0.0,90,0,2.0,0.6666666666666666,0,0.8,5,0.0,18
Spanish Grand Prix,tsunoda,rb,10,2024,0.101754454331569,0.03750130577306606,0.012987012986844324,18.278,46.54958335124498,1.0,75,0,4.0,1.3333333333333333,0,0.0,5,0.0,19
Spanish Grand Prix,sargeant,williams,10,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,30,0,0.0,0.0,0,0.0,2,0.0,20
Austrian Grand Prix,russell,mercedes,11,2024,0.51079315462241,0.4078191083718808,0.33802816900932353,97.2282,506.04166005609954,24.0,114,0,25.0,17.333333333333332,0,8.8,5,25.0,1
Austrian Grand Prix,piastri,mclaren,11,2024,0.44721680084872556,0.13951260773039653,0.0,85.12660000000001,173.8084424610949,0.0,32,0,18.0,11.333333333333334,0,6.0,2,18.0,2
Austrian Grand Prix,sainz,ferrari,11,2024,0.37404641510724307,0.43577196915040606,0.22535211267288235,71.1988,540.6545704970729,16.0,194,0,15.0,7.666666666666667,0,8.0,5,15.0,3
Austrian Grand Prix,hamilton,mercedes,11,2024,0.5339313623739007,0.524360776237808,0.32394366196726837,101.63250000000001,650.3505500994397,23.0,290,0,15.0,13.333333333333334,0,10.8,5,12.0,4
Austrian Grand Prix,max_verstappen,red_bull,11,2024,0.9999999999947465,0.9999999999991924,0.9999999999859155,190.34750000000003,1239.315593237878,71.0,195,0,25.0,20.0,0,23.0,5,10.0,5
Austrian Grand Prix,hulkenberg,haas,11,2024,0.0,0.020439392378131367,0.0,0.0,26.364838331924712,0.0,216,0,8.0,2.6666666666666665,0,0.0,2,8.0,6
Austrian Grand Prix,perez,red_bull,11,2024,0.15037970028421502,0.5539016878935409,0.4225352112616544,28.6244,686.9298804794673,30.0,269,0,6.0,3.3333333333333335,0,13.0,5,6.0,7
Austrian Grand Prix,kevin_magnussen,haas,11,2024,0.0,0.024062110208506376,0.05633802816822059,0.0,30.850705049080915,4.0,174,0,4.0,1.3333333333333333,0,0.0,5,4.0,8
Austrian Grand Prix,ricciardo,rb,11,2024,0.04616819238473755,0.07266067867668191,0.028169014084110294,8.788,91.02837027183948,2.0,249,0,4.0,2.0,0,1.0,4,2.0,9
Austrian Grand Prix,gasly,alpine,11,2024,0.06197191977797465,0.0775304362941087,0.028169014084110294,11.796200000000002,97.05839652270302,2.0,140,0,2.0,1.6666666666666667,0,3.4,5,1.0,10
Austrian Grand Prix,leclerc,ferrari,11,2024,0.5532565439496013,0.5187923948757769,0.859154929565364,105.311,643.455445984256,61.0,135,0,10.0,3.3333333333333335,0,7.0,5,0.0,11
Austrian Grand Prix,ocon,alpine,11,2024,0.03180026005052969,0.12933035415040425,0.14084507042055147,6.053100000000001,161.20016475943254,10.0,143,0,1.0,0.6666666666666666,0,3.2,5,0.0,12
Austrian Grand Prix,stroll,aston_martin,11,2024,0.08291151709330087,0.08930989796703574,0.05633802816822059,15.782,111.64443317771091,4.0,154,0,6.0,2.0,0,1.2,5,0.0,13
Austrian Grand Prix,tsunoda,rb,11,2024,0.07386490497603664,0.036740285894071835,0.0,14.06,46.54958335124498,0.0,76,0,0.0,0.0,0,0.0,5,0.0,14
Austrian Grand Prix,albon,williams,11,2024,0.017756997071052907,0.031771239199977055,0.0,3.3800000000000003,40.39661140456499,0.0,91,0,0.0,0.0,0,0.8,5,0.0,15
Austrian Grand Prix,bottas,sauber,11,2024,0.0,0.10141635909924923,0.0,0.0,126.63538019549725,0.0,233,0,0.0,0.0,0,0.4,5,0.0,16
Austrian Grand Prix,zhou,sauber,11,2024,0.0,0.010217269452612265,0.0,0.0,13.707192012967875,0.0,54,0,0.0,0.0,0,0.0,5,0.0,17
Austrian Grand Prix,alonso,aston_martin,11,2024,0.10284348362808629,0.2859303757914611,0.2957746478831581,19.576,355.11171345789666,21.0,250,0,8.0,2.6666666666666665,0,8.6,5,0.0,18
Austrian Grand Prix,sargeant,williams,11,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,31,0,0.0,0.0,0,0.0,2,0.0,19
Austrian Grand Prix,norris,mclaren,11,2024,0.8536592285117816,0.3759408772444223,0.4225352112616544,162.49190000000002,466.56812037893513,30.0,114,0,19.0,12.333333333333334,0,8.0,5,0.0,20
British Grand Prix,hamilton,mercedes,12,2024,0.6596800218408073,0.529784805934819,0.7931034482621879,106.29820000000001,662.3917872128418,46.0,291,0,25.0,17.333333333333332,1,10.8,5,25.0,1
British Grand Prix,max_verstappen,red_bull,12,2024,0.9999999999937941,0.999999999999199,0.9999999999827587,161.13600000000002,1249.3666136460413,58.0,196,0,25.0,17.666666666666668,1,23.0,5,18.0,2
British Grand Prix,norris,mclaren,12,2024,0.6563586039081498,0.3729139158112491,0.7586206896420928,105.763,466.56812037893513,44.0,115,0,19.0,11.333333333333334,1,8.0,5,15.0,3
British Grand Prix,piastri,mclaren,12,2024,0.7254232449562766,0.15324573167161204,0.20689655172057075,116.89180000000002,192.35389700654946,12.0,33,0,18.0,12.0,1,6.0,2,12.0,4
British Grand Prix,sainz,ferrari,12,2024,0.5580224158440199,0.4443411234908644,0.4655172413712842,89.91750000000002,555.731493573996,27.0,195,0,15.0,11.333333333333334,1,8.0,5,11.0,5
British Grand Prix,hulkenberg,haas,12,2024,0.14179823254802282,0.026713012689960732,0.0,22.848800000000004,34.40170469137172,0.0,217,0,8.0,5.333333333333333,1,0.0,2,8.0,6
British Grand Prix,stroll,aston_martin,12,2024,0.07534008539323714,0.08859080187211685,0.0,12.14,111.64443317771091,0.0,155,0,6.0,2.0,1,1.2,5,6.0,7
British Grand Prix,alonso,aston_martin,12,2024,0.08390427961421468,0.2836281514990739,0.3793103448210464,13.520000000000001,355.11171345789666,22.0,251,0,4.0,1.3333333333333333,1,8.6,5,4.0,8
British Grand Prix,albon,williams,12,2024,0.016135438387348974,0.03151542685935754,0.13793103448038052,2.6,40.39661140456499,8.0,92,0,2.0,0.6666666666666666,1,0.8,5,2.0,9
British Grand Prix,tsunoda,rb,12,2024,0.03847681461598602,0.036444464303027335,0.0,6.2,46.54958335124498,0.0,77,0,1.0,0.3333333333333333,1,0.0,5,1.0,10
British Grand Prix,sargeant,williams,12,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,32,0,0.0,0.0,1,0.0,2,0.0,11
British Grand Prix,kevin_magnussen,haas,12,2024,0.07089911627401141,0.02709100942203146,0.017241379310047565,11.424400000000002,34.873562191938056,1.0,175,0,4.0,1.3333333333333333,1,0.0,5,0.0,12
British Grand Prix,ricciardo,rb,12,2024,0.07740169794411303,0.07368421045385218,0.0,12.4722,93.03637027183947,0.0,250,0,2.0,0.6666666666666666,1,1.0,4,0.0,13
British Grand Prix,leclerc,ferrari,12,2024,0.431126501834282,0.5146152365347553,0.27586206896076104,69.47,643.455445984256,16.0,136,0,10.0,3.3333333333333335,1,7.0,5,0.0,14
British Grand Prix,bottas,sauber,12,2024,0.0,0.10059978546688342,0.0,0.0,126.63538019549725,0.0,234,0,0.0,0.0,1,0.4,5,0.0,15
British Grand Prix,ocon,alpine,12,2024,0.02412248038908672,0.1282890255324009,0.0,3.8870000000000005,161.20016475943254,0.0,144,0,1.0,0.3333333333333333,1,3.2,5,0.0,16
British Grand Prix,perez,red_bull,12,2024,0.1857102075254089,0.5542661363618447,0.5862068965416172,29.9246,692.9521027016896,34.0,270,0,6.0,3.3333333333333335,1,13.0,5,0.0,17
British Grand Prix,zhou,sauber,12,2024,0.0,0.0101350031111277,0.0,0.0,13.707192012967875,0.0,55,0,0.0,0.0,1,0.0,5,0.0,18
British Grand Prix,russell,mercedes,12,2024,0.8881721030627039,0.42473668110855956,0.3448275862009513,143.11650000000003,531.2590513604474,20.0,115,0,25.0,12.333333333333334,1,8.8,5,0.0,19
British Grand Prix,gasly,alpine,12,2024,0.07403745904035079,0.07771294865724038,0.0,11.930100000000003,98.06548872128458,0.0,141,0,2.0,1.0,1,3.4,5,0.0,20
Hungarian Grand Prix,piastri,mclaren,13,2024,0.7363053049402721,0.16081087497959198,0.12987012986844323,114.95920000000001,204.70683818302004,10.0,34,0,25.0,18.333333333333332,0,8.0,3,25.0,1
Hungarian Grand Prix,norris,mclaren,13,2024,0.7067933219621958,0.37953328601922354,0.5454545454474616,110.35150000000003,481.6974307237627,42.0,116,0,18.0,11.0,0,9.166666666666666,6,18.0,2
Hungarian Grand Prix,hamilton,mercedes,13,2024,0.9416299771027592,0.5420250566223656,0.5584415584343059,147.0165,687.477403651198,43.0,292,0,25.0,17.333333333333332,0,13.166666666666666,6,15.0,3
Hungarian Grand Prix,leclerc,ferrari,13,2024,0.2683664489401231,0.507263627971384,0.25974025973688647,41.900000000000006,643.455445984256,20.0,137,0,12.0,4.0,0,5.833333333333333,6,12.0,4
Hungarian Grand Prix,max_verstappen,red_bull,13,2024,0.9999999999935951,0.9999999999992104,0.9999999999870129,156.12980000000002,1267.457984204417,77.0,197,0,18.0,12.666666666666666,0,22.166666666666668,6,10.0,5
Hungarian Grand Prix,sainz,ferrari,13,2024,0.5949671363148165,0.44672376463345786,0.25974025973688647,92.8921,566.7876160229756,20.0,196,0,15.0,11.333333333333334,0,8.5,6,8.0,6
Hungarian Grand Prix,perez,red_bull,13,2024,0.12772705787026098,0.5463480892750495,0.5194805194737729,19.942,692.9521027016896,40.0,271,0,6.0,4.0,0,10.833333333333334,6,6.0,7
Hungarian Grand Prix,russell,mercedes,13,2024,0.6706279006271024,0.41866904532878474,0.402597402592174,104.70500000000001,531.2590513604474,31.0,116,0,25.0,10.0,0,7.333333333333333,6,5.0,8
Hungarian Grand Prix,tsunoda,rb,13,2024,0.04391282125485389,0.03672359374586156,0.0,6.8561000000000005,47.562403864065494,0.0,78,0,2.0,1.0,0,0.16666666666666666,6,2.0,9
Hungarian Grand Prix,stroll,aston_martin,13,2024,0.15971710717518556,0.09209342664081573,0.02597402597368865,24.936600000000002,117.68289471617244,2.0,156,0,6.0,2.3333333333333335,0,2.0,6,1.0,10
Hungarian Grand Prix,alonso,aston_martin,13,2024,0.13978369279830127,0.28274742910905687,0.1038961038947546,21.824400000000004,359.12758647376967,8.0,252,0,4.0,1.3333333333333333,0,7.833333333333333,6,0.0,11
Hungarian Grand Prix,ricciardo,rb,13,2024,0.061448871387387624,0.07263158427005437,0.0,9.594000000000001,93.03637027183947,0.0,251,0,2.0,0.6666666666666666,0,0.8,5,0.0,12
Hungarian Grand Prix,hulkenberg,haas,13,2024,0.2589179003607324,0.032677485013702726,0.0,40.424800000000005,42.43840193907814,0.0,218,0,8.0,5.333333333333333,0,2.6666666666666665,3,0.0,13
Hungarian Grand Prix,albon,williams,13,2024,0.04939607941565675,0.03266146707366238,0.0,7.712200000000001,42.41811678090908,0.0,93,0,2.0,0.6666666666666666,0,1.0,6,0.0,14
Hungarian Grand Prix,kevin_magnussen,haas,13,2024,0.05628650007842009,0.026703996984936768,0.0,8.788,34.873562191938056,0.0,176,0,4.0,1.3333333333333333,0,0.0,6,0.0,15
Hungarian Grand Prix,bottas,sauber,13,2024,0.0,0.09916265303899095,0.0,0.0,126.63538019549725,0.0,235,0,0.0,0.0,0,0.3333333333333333,6,0.0,16
Hungarian Grand Prix,sargeant,williams,13,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,33,0,0.0,0.0,0,0.0,3,0.0,17
Hungarian Grand Prix,ocon,alpine,13,2024,0.019150732275202104,0.12645633455915792,0.02597402597368865,2.99,161.20016475943254,2.0,145,0,0.0,0.0,0,2.6666666666666665,6,0.0,18
Hungarian Grand Prix,zhou,sauber,13,2024,0.0,0.0099902180943387,0.0,0.0,13.707192012967875,0.0,56,0,0.0,0.0,0,0.0,6,0.0,19
Hungarian Grand Prix,gasly,alpine,13,2024,0.058778016752351066,0.07660276936546417,0.0,9.177,98.06548872128458,0.0,142,0,1.0,0.3333333333333333,0,2.8333333333333335,6,0.0,20
Belgian Grand Prix,hamilton,mercedes,14,2024,0.9999999999933576,0.54954869397445,0.34210526315339335,150.54650000000004,702.5285981904472,26.0,293,0,25.0,21.666666666666668,0,13.166666666666666,6,25.0,1
Belgian Grand Prix,piastri,mclaren,14,2024,0.96971035526585,0.17968979684729317,0.0,145.98650000000004,230.42112389730576,0.0,35,0,25.0,18.333333333333332,0,8.0,3,18.0,2
Belgian Grand Prix,leclerc,ferrari,14,2024,0.3140106213009667,0.5127387228083048,0.49999999999342104,47.2732,655.5424025059951,38.0,138,0,15.0,9.0,0,5.833333333333333,6,15.0,3
Belgian Grand Prix,max_verstappen,red_bull,14,2024,0.9465978949962529,0.9999999999992166,0.9999999999868421,142.507,1277.508489254922,76.0,198,0,18.0,13.333333333333334,0,22.166666666666668,6,12.0,4
Belgian Grand Prix,norris,mclaren,14,2024,0.8440236073183766,0.39076702959667464,0.1578947368400277,127.06480000000002,499.8512768776088,12.0,117,0,18.0,14.333333333333334,0,9.166666666666666,6,10.0,5
Belgian Grand Prix,sainz,ferrari,14,2024,0.5497690082429696,0.4495055434132935,0.1973684210500346,82.76580000000001,574.8282251600315,15.0,197,0,11.0,9.0,0,8.5,6,8.0,6
Belgian Grand Prix,perez,red_bull,14,2024,0.21572470963977425,0.5467640737417838,0.7105263157801246,32.476600000000005,698.974161525219,54.0,272,0,7.0,4.333333333333333,0,10.833333333333334,6,7.0,7
Belgian Grand Prix,alonso,aston_martin,14,2024,0.11151371835206055,0.28052113906008513,0.3947368421000692,16.788,359.12758647376967,30.0,253,0,4.0,2.6666666666666665,0,7.833333333333333,6,4.0,8
Belgian Grand Prix,ocon,alpine,14,2024,0.015277671682734051,0.12546064564999404,0.18421052631336565,2.3,161.20016475943254,14.0,146,0,2.0,0.6666666666666666,0,2.6666666666666665,6,2.0,9
Belgian Grand Prix,ricciardo,rb,14,2024,0.04902139870372927,0.07205969941221148,0.0,7.380000000000001,93.03637027183947,0.0,252,0,1.0,0.3333333333333333,0,0.8,5,1.0,10
Belgian Grand Prix,stroll,aston_martin,14,2024,0.1463873288309832,0.09215671450286449,0.052631578946675896,22.038100000000004,118.68926414292403,4.0,157,0,6.0,2.3333333333333335,0,2.0,6,0.0,11
Belgian Grand Prix,albon,williams,14,2024,0.029186995379971055,0.03240429798335435,0.013157894736668974,4.394,42.41811678090908,1.0,94,0,2.0,0.6666666666666666,0,1.0,6,0.0,12
Belgian Grand Prix,gasly,alpine,14,2024,0.04178111081930312,0.07599961628393348,0.026315789473337948,6.29,98.06548872128458,2.0,143,0,0.0,0.0,0,2.8333333333333335,6,0.0,13
Belgian Grand Prix,kevin_magnussen,haas,14,2024,0.044903069815340084,0.026493735682322394,0.0,6.760000000000001,34.873562191938056,0.0,177,0,0.0,0.0,0,0.0,6,0.0,14
Belgian Grand Prix,bottas,sauber,14,2024,0.0,0.09838186847664859,0.0,0.0,126.63538019549725,0.0,236,0,0.0,0.0,0,0.3333333333333333,6,0.0,15
Belgian Grand Prix,tsunoda,rb,14,2024,0.052536591683947906,0.03802111576767197,0.026315789473337948,7.909200000000001,49.5877203197617,2.0,79,0,2.0,1.0,0,0.16666666666666666,6,0.0,16
Belgian Grand Prix,sargeant,williams,14,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,34,0,0.0,0.0,0,0.0,3,0.0,17
Belgian Grand Prix,hulkenberg,haas,14,2024,0.2065541211505644,0.032420189801715606,0.0,31.096000000000004,42.43840193907814,0.0,219,0,8.0,2.6666666666666665,0,2.6666666666666665,3,0.0,18
Belgian Grand Prix,zhou,sauber,14,2024,0.0,0.009911557350364596,0.0,0.0,13.707192012967875,0.0,57,0,0.0,0.0,0,0.0,6,0.0,19
Belgian Grand Prix,russell,mercedes,14,2024,0.5787613793706345,0.4193231232552991,0.3684210526267313,87.13050000000001,536.3017864031824,28.0,117,0,5.0,1.6666666666666667,0,7.333333333333333,6,0.0,20
Dutch Grand Prix,norris,mclaren,15,2024,0.6346063230922245,0.39493615834117246,0.23684210526004154,112.45700000000001,509.9360226403207,18.0,118,0,26.0,18.0,0,9.166666666666666,6,26.0,1
Dutch Grand Prix,max_verstappen,red_bull,15,2024,0.7034871548850725,0.999999999999224,0.9999999999868421,124.6632,1289.5687907624597,76.0,199,0,18.0,13.333333333333334,0,22.166666666666668,6,18.0,2
Dutch Grand Prix,leclerc,ferrari,15,2024,0.44696471650214037,0.519664635428804,0.1973684210500346,79.20550000000001,670.6503161750599,15.0,139,0,15.0,14.0,0,5.833333333333333,6,15.0,3
Dutch Grand Prix,piastri,mclaren,15,2024,0.8804074319603832,0.19236555866789887,0.026315789473337948,156.01480000000004,248.92112389730576,2.0,36,0,25.0,18.333333333333332,0,8.0,3,12.0,4
Dutch Grand Prix,sainz,ferrari,15,2024,0.4882118420468196,0.45153829836369774,0.3157894736800554,86.51480000000001,582.8686292004355,24.0,198,0,10.0,8.666666666666666,0,8.5,6,10.0,5
Dutch Grand Prix,perez,red_bull,15,2024,0.2537968201105833,0.5470989569475089,0.4473684210467451,44.9747,705.99980255086,34.0,273,0,8.0,7.0,0,10.833333333333334,6,8.0,6
Dutch Grand Prix,russell,mercedes,15,2024,0.3131075151993391,0.4153983181719231,0.23684210526004154,55.485,536.3017864031824,18.0,118,0,6.0,3.6666666666666665,0,7.333333333333333,6,6.0,7
Dutch Grand Prix,hamilton,mercedes,15,2024,0.999999999994357,0.5638731964839038,0.3684210526267313,177.20750000000004,727.6136322040526,28.0,294,0,25.0,14.666666666666666,0,13.166666666666666,6,4.0,8
Dutch Grand Prix,gasly,alpine,15,2024,0.01862223664337783,0.07528827063237445,0.3947368421000692,3.3,98.06548872128458,30.0,144,0,2.0,0.6666666666666666,0,2.8333333333333335,6,2.0,9
Dutch Grand Prix,alonso,aston_martin,15,2024,0.10261642424783028,0.28101207582185733,0.6052631578867729,18.184400000000004,363.1433345052657,46.0,254,0,4.0,1.6666666666666667,0,7.833333333333333,6,1.0,10
Dutch Grand Prix,hulkenberg,haas,15,2024,0.13498300015442358,0.03211674141387099,0.0,23.92,42.43840193907814,0.0,220,0,0.0,0.0,0,2.6666666666666665,3,0.0,11
Dutch Grand Prix,ricciardo,rb,15,2024,0.030789328893919336,0.0721643866315821,0.0,5.456100000000001,94.04032284100943,0.0,253,0,1.0,0.3333333333333333,0,0.8,5,0.0,12
Dutch Grand Prix,stroll,aston_martin,15,2024,0.06961894953616737,0.09129414069882492,0.013157894736668974,12.337,118.68926414292403,1.0,158,0,1.0,0.3333333333333333,0,2.0,6,0.0,13
Dutch Grand Prix,albon,williams,15,2024,0.01907368480442942,0.032100998340680295,0.10526315789335179,3.3800000000000003,42.41811678090908,8.0,95,0,0.0,0.0,0,1.0,6,0.0,14
Dutch Grand Prix,ocon,alpine,15,2024,0.037877629332630516,0.12584908731642894,0.052631578946675896,6.712200000000001,163.2137702016094,4.0,147,0,2.0,0.6666666666666666,0,2.6666666666666665,6,0.0,15
Dutch Grand Prix,sargeant,williams,15,2024,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,35,0,0.0,0.0,0,0.0,3,0.0,16
Dutch Grand Prix,tsunoda,rb,15,2024,0.034332632647972955,0.0376652435055317,0.0,6.0840000000000005,49.5877203197617,0.0,80,0,2.0,0.6666666666666666,0,0.16666666666666666,6,0.0,17
Dutch Grand Prix,kevin_magnussen,haas,15,2024,0.02934413046835295,0.026245758066214896,0.0,5.2,34.873562191938056,0.0,178,0,0.0,0.0,0,0.0,6,0.0,18
Dutch Grand Prix,bottas,sauber,15,2024,0.0,0.09746102811251228,0.0,0.0,126.63538019549725,0.0,237,0,0.0,0.0,0,0.3333333333333333,6,0.0,19
Dutch Grand Prix,zhou,sauber,15,2024,0.0,0.009818786576430434,0.0,0.0,13.707192012967875,0.0,58,0,0.0,0.0,0,0.0,6,0.0,20
Italian Grand Prix,leclerc,ferrari,16,2024,0.6419256600513538,0.5244162038874316,0.5599999999925334,96.07650000000001,685.7574590322027,42.0,140,0,25.0,18.333333333333332,0,5.833333333333333,6,25.0,1
Italian Grand Prix,piastri,mclaren,16,2024,0.9999999999933187,0.19978105149976116,0.0,149.66920000000002,261.2454482216301,0.0,37,0,18.0,16.0,0,8.0,3,18.0,2
Italian Grand Prix,norris,mclaren,16,2024,0.976477458281487,0.41001101649938193,0.18666666666417778,146.14860000000002,536.1545100352787,14.0,119,0,26.0,17.333333333333332,0,9.166666666666666,6,16.0,3
Italian Grand Prix,sainz,ferrari,16,2024,0.5943574228993384,0.4534201770712289,0.5599999999925334,88.95700000000001,592.9188804567169,42.0,199,0,12.0,10.0,0,8.5,6,12.0,4
Italian Grand Prix,hamilton,mercedes,16,2024,0.9100028596337121,0.5594939572110669,0.34666666666204443,136.1994,731.6271915260864,26.0,295,0,25.0,13.0,0,13.166666666666666,6,10.0,5
Italian Grand Prix,max_verstappen,red_bull,16,2024,0.8557124645494485,0.9999999999992353,0.9999999999866667,128.07380000000003,1307.6587907624596,75.0,200,0,18.0,12.666666666666666,0,22.166666666666668,6,8.0,6
Italian Grand Prix,russell,mercedes,16,2024,0.337989379242102,0.41475055297460617,0.46666666666044443,50.586600000000004,542.3522065712497,35.0,119,0,6.0,4.0,0,7.333333333333333,6,6.0,7
Italian Grand Prix,perez,red_bull,16,2024,0.3632530941545538,0.5460361714192089,0.5999999999919999,54.3678,714.0289996311519,45.0,274,0,8.0,6.333333333333333,0,10.833333333333334,6,4.0,8
Italian Grand Prix,albon,williams,16,2024,0.017371643597898754,0.03243821483136577,0.07999999999893333,2.6,42.41811678090908,6.0,96,0,2.0,0.6666666666666666,0,1.0,6,2.0,9
Italian Grand Prix,kevin_magnussen,haas,16,2024,0.026725605535228854,0.02666870168140542,0.0,4.0,34.873562191938056,0.0,179,0,1.0,0.3333333333333333,0,0.0,6,1.0,10
Italian Grand Prix,alonso,aston_martin,16,2024,0.11254219304898709,0.2784726861823722,0.05333333333262222,16.8441,364.1472560738932,4.0,255,0,4.0,1.6666666666666667,0,7.833333333333333,6,0.0,11
Italian Grand Prix,colapinto,williams,16,2024,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0.0,12
Italian Grand Prix,ricciardo,rb,16,2024,0.028041841607838874,0.07191503127976161,0.0,4.197,94.04032284100943,0.0,254,0,1.0,0.3333333333333333,0,0.8,5,0.0,13
Italian Grand Prix,ocon,alpine,16,2024,0.029358077680448895,0.12481372920402208,0.0,4.394,163.2137702016094,0.0,148,0,2.0,0.6666666666666666,0,2.6666666666666665,6,0.0,14
Italian Grand Prix,gasly,alpine,16,2024,0.044846902368390784,0.07653317710371746,0.05333333333262222,6.712200000000001,100.07928182473286,4.0,145,0,2.0,0.6666666666666666,0,2.8333333333333335,6,0.0,15
Italian Grand Prix,bottas,sauber,16,2024,0.0,0.09684130224946741,0.02666666666631111,0.0,126.63538019549725,2.0,238,0,0.0,0.0,0,0.3333333333333333,6,0.0,16
Italian Grand Prix,hulkenberg,haas,16,2024,0.12293778546205271,0.03245372740873866,0.0,18.4,42.43840193907814,0.0,221,0,0.0,0.0,0,2.6666666666666665,3,0.0,17
