circuit,pilote,team,round,annee,forme_recent_norm,performance_norm,pref_circuit_norm,forme_brute,performance_brute,pref_circuit_brute,experience,is_rookie,best_recent_pts,avg_recent_pts,is_wet,wet_avg_pts,wet_race_count,pts_sur_le_weekend,position_reelle,forme_recent_norm_equipe,performance_norm_equipe,preference_circuit_norm_equipe,forme_brute_equipe,performance_brute_equipe,pref_circuit_brute_equipe
Miami Grand Prix,sainz,ferrari,5,2022,0.3341769444612695,0.3473589355643031,0.0,37.5,56.79301930463903,0.0,145,0,15.0,5.0,0,5.0,0,15.0,3,0.8546019133681839,0.9638248797771324,0.0,149.716,173.99167984636534,0.0
Miami Grand Prix,perez,red_bull,5,2022,0.7625115847939463,0.5041858895468142,0.0,85.566,82.4341510364228,0.0,219,0,18.0,16.0,0,16.0,0,12.0,4,0.999999999994292,0.9540554395239228,0.0,175.18800000000002,172.27340331552637,0.0
Miami Grand Prix,russell,mercedes,5,2022,0.6836280031307155,0.3102398181545295,0.0,76.714,50.72406141760584,0.0,64,0,15.0,12.333333333333334,0,12.333333333333334,0,10.0,5,0.6466995456272878,0.9999999999943144,0.0,113.294,180.3542613718569,0.0
Miami Grand Prix,hamilton,mercedes,5,2022,0.3259784700904863,0.999999999993884,0.0,36.58,163.4995202067521,0.0,240,0,12.0,6.666666666666667,0,6.666666666666667,0,8.0,6,0.6466995456272878,0.9999999999943144,0.0,113.294,180.3542613718569,0.0
Miami Grand Prix,bottas,sauber,5,2022,0.3273151778683315,0.5593548468958217,0.0,36.73,91.45424909334749,0.0,183,0,10.0,6.666666666666667,0,6.666666666666667,0,6.0,7,0.0,0.0,0.0,0.0,4.47145884744978,0.0
Miami Grand Prix,ocon,alpine,5,2022,0.2365081628267224,0.1960098927378435,0.0,26.54,32.047523418610375,0.0,93,0,6.0,3.333333333333333,0,3.333333333333333,0,4.0,8,0.1629107016453015,0.2202084460848835,0.0,28.54,43.20233748462411,0.0
Miami Grand Prix,albon,williams,5,2022,0.0150602409637212,0.0608860795230944,0.0,1.6900000000000002,9.954844789356985,0.0,42,0,2.0,1.0,0,1.0,0,2.0,9,0.0096467794597252,0.029944506730702,0.0,1.6900000000000002,9.738182611486572,0.0
Miami Grand Prix,stroll,aston_martin,5,2022,0.0195783132528375,0.0542569116392943,0.0,2.197,8.87097902097902,0.0,104,0,1.0,0.6666666666666666,0,0.6666666666666666,0,1.0,10,0.0627040664882143,0.1241422309945369,0.0,10.985,26.305942346525384,0.0
Miami Grand Prix,alonso,alpine,5,2022,0.0178227703712677,0.2183084944658659,0.0,2.0,35.69333410244579,0.0,200,0,0.0,0.0,0,0.0,0,0.0,11,0.1629107016453015,0.2202084460848835,0.0,28.54,43.20233748462411,0.0
Miami Grand Prix,tsunoda,rb,5,2022,0.1531154202595609,0.0734233486373149,0.0,17.182000000000002,12.004682274247491,0.0,26,0,6.0,2.0,0,2.0,0,0.0,12,0.0,0.0549742209887249,0.0,0.0,14.140478901597788,0.0
Miami Grand Prix,ricciardo,mclaren,5,2022,0.1204819277097697,0.3356074043814551,0.0,13.52,54.87164959453694,0.0,214,0,8.0,2.6666666666666665,0,2.6666666666666665,0,0.0,13,0.4062778272461225,0.3619647597858591,0.0,71.175,68.13483521402244,0.0
Miami Grand Prix,latifi,williams,5,2022,0.0,0.0021406790647169,0.0,0.0,0.35,0.0,43,0,0.0,0.0,0,0.0,0,0.0,14,0.0096467794597252,0.029944506730702,0.0,1.6900000000000002,9.738182611486572,0.0
Miami Grand Prix,mick_schumacher,haas,5,2022,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0.0,0.0,0,0.0,0,0.0,15,0.0970043610287405,0.0739304525179702,0.0,16.994,17.474554028281933,0.0
Miami Grand Prix,kevin_magnussen,haas,5,2022,0.1514400798446617,0.1209299284773125,0.0,16.994,19.77198528479837,0.0,124,0,2.0,0.6666666666666666,0,0.6666666666666666,0,0.0,16,0.0970043610287405,0.0739304525179702,0.0,16.994,17.474554028281933,0.0
Miami Grand Prix,vettel,aston_martin,5,2022,0.046339202965296,0.5511381757956504,0.0,5.2,90.11082731076456,0.0,239,0,4.0,1.3333333333333333,0,1.3333333333333333,0,0.0,17,0.0627040664882143,0.1241422309945369,0.0,10.985,26.305942346525384,0.0
Miami Grand Prix,gasly,rb,5,2022,0.0764596848927384,0.1247583260773371,0.0,8.58,20.397926455566907,0.0,90,0,2.0,0.6666666666666666,0,0.6666666666666666,0,0.0,18,0.0,0.0549742209887249,0.0,0.0,14.140478901597788,0.0
Miami Grand Prix,norris,mclaren,5,2022,0.5137859128777198,0.2823826317542609,0.0,57.655,46.169424806824,0.0,64,0,15.0,8.333333333333334,0,8.333333333333334,0,0.0,19,0.4062778272461225,0.3619647597858591,0.0,71.175,68.13483521402244,0.0
Miami Grand Prix,zhou,sauber,5,2022,0.0089113851856338,0.0122324517983825,0.0,1.0,2.0,0.0,4,1,0.0,0.0,0,0.0,0,0.0,20,0.0,0.0,0.0,0.0,4.47145884744978,0.0
Spanish Grand Prix,max_verstappen,red_bull,6,2022,0.999999999993898,0.8389729529368205,0.0,163.88060000000002,143.9113086205245,0.0,146,0,26.0,25.666666666666668,0,25.666666666666668,0,25.0,1,0.9999999999964756,0.999999999995141,0.0,283.7198,210.2734033155264,0.0
